,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
424,Ligne 9,@Ligne9_RATP,2021-12-29T11:23:03.000Z,"Ligne 9
@Ligne9_RATP
·
Dec 29, 2021","[  Personnes sur les voies à Porte de Montreuil ] 12:22  Fin d'incident, le trafic est rétabli sur l'ensemble de la ligne. #Ligne9 #RATP",✅,,,2.0,[],https://twitter.com/Ligne9_RATP/status/1476151775912730625
425,Ligne 9,@Ligne9_RATP,2021-12-29T11:07:37.000Z,"Ligne 9
@Ligne9_RATP
·
Dec 29, 2021","[ Personnes sur les voies à Porte de Montreuil ] 12:01 Fin d'incident, le trafic reprend progressivement sur l'ensemble de la ligne. #Ligne9 #RATP",⚠,1.0,,1.0,[],https://twitter.com/Ligne9_RATP/status/1476147891555164160
426,Ligne 9,@Ligne9_RATP,2021-12-24T08:42:43.000Z,"Ligne 9
@Ligne9_RATP
·
Dec 24, 2021",09h42  Le trafic est rétabli sur la #Ligne9 #RATP,✅,,,5.0,[],https://twitter.com/Ligne9_RATP/status/1474299488345141248
427,Ligne 9,@Ligne9_RATP,2021-12-23T18:39:43.000Z,"Ligne 9
@Ligne9_RATP
·
Dec 23, 2021", Retour à un trafic régulier sur l'ensemble de la ligne. #ligne9 #RATP,✅,,,2.0,[],https://twitter.com/Ligne9_RATP/status/1474087337554554882
428,Ligne 9,@Ligne9_RATP,2021-12-23T17:18:00.000Z,"Ligne 9
@Ligne9_RATP
·
Dec 23, 2021","Fin d'intervention à Grands Boulevards, le trafic reprend progressivement sur l'ensemble de la #ligne9.#RATP.",⚠,1.0,,1.0,[],https://twitter.com/Ligne9_RATP/status/1474066773360222209
429,Ligne 9,@Ligne9_RATP,2021-12-17T20:56:48.000Z,"Ligne 9
@Ligne9_RATP
·
Dec 17, 2021",[ Panne de signalisation] 21h54 - Le trafic est rétabli sur l’ensemble de la #Ligne9 #RATP,✅,,,3.0,[],https://twitter.com/Ligne9_RATP/status/1471947509069238275
430,Ligne 9,@Ligne9_RATP,2021-12-17T16:24:41.000Z,"Ligne 9
@Ligne9_RATP
·
Dec 17, 2021",[ Incident d'exploitation] 17:24 - Le trafic est rétabli sur l’ensemble de la #Ligne9 #RATP,✅,,,2.0,[],https://twitter.com/Ligne9_RATP/status/1471879031658364933
431,Ligne 9,@Ligne9_RATP,2021-12-16T18:03:37.000Z,"Ligne 9
@Ligne9_RATP
·
Dec 16, 2021",[ Incident voyageur à Miromesnil] 19:03 - Le trafic est rétabli sur l’ensemble de la #Ligne9 #RATP,✅,,,3.0,[],https://twitter.com/Ligne9_RATP/status/1471541538358501387
432,Ligne 9,@Ligne9_RATP,2021-12-16T08:26:15.000Z,"Ligne 9
@Ligne9_RATP
·
Dec 16, 2021",[ Panne de signalisation] 09:26 - Le trafic est rétabli sur l'ensemble de la #Ligne9 #RATP.,✅,,,3.0,[],https://twitter.com/Ligne9_RATP/status/1471396239040294913
433,Ligne 9,@Ligne9_RATP,2021-12-16T05:56:01.000Z,"Ligne 9
@Ligne9_RATP
·
Dec 16, 2021",[ Panne de signalisation] 06:55 - L'incident est terminé. Le trafic reprend progressivement sur l'ensemble de la #Ligne9 #RATP.,⚠,1.0,,3.0,[],https://twitter.com/Ligne9_RATP/status/1471358432527716356
