,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
127,Ligne 9,@Ligne9_RATP,2023-08-24T14:21:19.000Z,"Ligne 9
@Ligne9_RATP
·
Aug 24",Le trafic est interrompu entre Nation et Mairie de Montreuil et reprendra vers 16h45. Cela fait suite à des personnes sur les voies à Porte de Montreuil #Ligne9 #RATP,❌,1,,3.0,[],https://twitter.com/Ligne9_RATP/status/1694716520520454195
128,Ligne 9,@Ligne9_RATP,2023-08-22T20:12:18.000Z,"Ligne 9
@Ligne9_RATP
·
Aug 22", Une rame stationne à Strasbourg Saint Denis en direction de Mairie de Montreuil en raison de personnes sur voies sur la #Ligne9 #RATP,⚠,2,1.0,4.0,[],https://twitter.com/Ligne9_RATP/status/1694080072473256446
129,Ligne 9,@Ligne9_RATP,2023-08-21T15:14:54.000Z,"Ligne 9
@Ligne9_RATP
·
Aug 21",Le trafic est interrompu entre Porte de Saint-Cloud et Trocadéro et reprendra vers 18h15. Cela fait suite à un bagage oublié à La Muette #Ligne9 #RATP,❌,1,1.0,4.0,"['https://pbs.twimg.com/media/F4EHL1tWcAA4YJC?format=jpg&name=900x900', 'https://pbs.twimg.com/media/F4EHMCVWMAAtBJh?format=jpg&name=900x900']",https://twitter.com/Ligne9_RATP/status/1693642842646671451
130,Ligne 9,@Ligne9_RATP,2023-08-19T03:45:41.000Z,"Ligne 9
@Ligne9_RATP
·
Aug 19",Le trafic est perturbé au départ de Mairie de Montreuil vers Pont de Sèvres sur la #Ligne9 #RATP en répercussion d'un incident d'exploitation.,⚠,1,,1.0,[],https://twitter.com/Ligne9_RATP/status/1692744618092249394
131,Ligne 9,@Ligne9_RATP,2023-08-17T07:27:26.000Z,"Ligne 9
@Ligne9_RATP
·
Aug 17", Le trafic est perturbé sur l'ensemble de la #ligne9 #RATP en répercussion de voyageurs sur la voie.,⚠,1,3.0,6.0,[],https://twitter.com/Ligne9_RATP/status/1692075650515874268
132,Ligne 9,@Ligne9_RATP,2023-08-14T08:53:40.000Z,"Ligne 9
@Ligne9_RATP
·
Aug 14", Le trafic est interrompu entre Porte de Montreuil et Mairie de Montreuil en raison d'un bagage oublié. La reprise est estimée à 11h30. #Ligne9 #RATP,❌,2,,1.0,[],https://twitter.com/Ligne9_RATP/status/1691010185161310208
133,Ligne 9,@Ligne9_RATP,2023-08-14T08:24:04.000Z,"Ligne 9
@Ligne9_RATP
·
Aug 14","En répercussion d'un malaise voyageur à Franklin D. Roosevelt, le trafic est perturbé en direction de Pont de Sèvres. #Ligne9 #RATP",⚠,1,,2.0,[],https://twitter.com/Ligne9_RATP/status/1691002739151486976
134,Ligne 9,@Ligne9_RATP,2023-08-13T09:19:15.000Z,"Ligne 9
@Ligne9_RATP
·
Aug 13"," En raison d'un bagage oublié, une rame stationne à à Pont de Sèvres en direction de Mairie de Montreuil. #Ligne9 #RATP",⚠,1,,2.0,[],https://twitter.com/Ligne9_RATP/status/1690654235472400385
135,Ligne 9,@Ligne9_RATP,2023-08-11T11:55:48.000Z,"Ligne 9
@Ligne9_RATP
·
Aug 11",Le trafic est interrompu entre Trocadéro et Pont de sèvres sur la #Ligne9 #RATP en raison d'un bagage délaissé à Pont de Sèvres. La reprise du trafic est estimée vers 14h30.,❌,2,,3.0,"['https://pbs.twimg.com/media/F3P5t8EW4AEZnMI?format=png&name=900x900', 'https://pbs.twimg.com/media/F3P5uHZXwAANpGs?format=png&name=900x900']",https://twitter.com/Ligne9_RATP/status/1689968858994442240
136,Ligne 9,@Ligne9_RATP,2023-08-05T21:57:26.000Z,"Ligne 9
@Ligne9_RATP
·
Aug 5", Le trafic est interrompu en direction de Pont de Sèvres et reprendra vers 00h30. Cela fait suite à un malaise voyageur à Oberkampf. #Ligne9 #RATP,❌,1,1.0,7.0,[],https://twitter.com/Ligne9_RATP/status/1687945936855556096
